QueryName	ReferenceStart	ReferenceEnd	PrimerPair	Primer1	Primer1Start	Primer2	Primer2Start	IsSecondary	IsSupplementary	Start	End	CorrectlyPaired
8ce549dd-cbe8-49cd-bb64-49e27da22699	11	424	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	0	rabvPeru2_1_RIGHT	8	False	False	11	432	1
402a2e1b-2b46-45ac-8b03-e4065e0874b4	11	360	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	0	rabvPeru2_1_RIGHT	72	False	False	11	432	1
6f7ffd27-5253-4704-b21b-9b9c0807ff45	11	432	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	0	rabvPeru2_1_RIGHT	0	False	False	11	432	1
a9bd63bb-2eb3-42ee-a8f8-ac43333fceea	12	432	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	1	rabvPeru2_1_RIGHT	0	False	False	11	432	1
b4773720-7c36-495e-9102-9eb0056dac98	14	425	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	3	rabvPeru2_1_RIGHT	7	False	False	11	432	1
bcdf6f6c-5f77-4e4e-b38c-fee7b3a71037	26	430	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	15	rabvPeru2_1_RIGHT	2	False	False	11	432	1
f9a9772b-d131-4eb6-bd9c-cc6294169d03	324	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	0	False	False	326	753	1
682fd1fe-2eeb-4a37-a834-017258628612	326	743	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	10	False	False	326	753	1
9f5ed08e-b90d-4303-af43-2b6eee96ebe5	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
acb86be4-8f6b-4783-aa6d-077db33be3f9	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
fe087e74-265c-4cf1-a727-1bc0f7d61ded	330	751	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	4	rabvPeru2_2_RIGHT	2	False	False	326	753	1
e6fe9e45-9631-47cf-8db3-329839424339	332	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	6	rabvPeru2_2_RIGHT	0	False	False	326	753	1
c5965d0e-94e3-4711-a8f2-4dbf44170a32	334	749	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	8	rabvPeru2_2_RIGHT	4	False	False	326	753	1
6685e064-7a74-4c03-b1d5-15cc1a41f98d	344	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	18	rabvPeru2_2_RIGHT	0	False	False	326	753	1
5e343cca-bab4-4f5d-b23b-3c89ef5695cc	355	746	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	29	rabvPeru2_2_RIGHT	7	False	False	326	753	1
f62364a5-6f49-469e-85df-626080b050b2	383	745	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	57	rabvPeru2_2_RIGHT	8	False	False	326	753	1
f58d356e-d9c0-4e8f-8ea0-3269b4d5fd7b	437	728	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	111	rabvPeru2_2_RIGHT	25	False	False	326	753	1
6b813461-12a7-42d5-8055-0aaf4c6347db	662	1045	rabvPeru2_3_LEFT_rabvPeru2_3_RIGHT	rabvPeru2_3_LEFT	13	rabvPeru2_3_RIGHT	30	False	False	649	1075	1
62b57c1a-46ee-46b8-9a47-c055a095a076	978	2508	rabvPeru2_4_LEFT_rabvPeru2_8_RIGHT	rabvPeru2_4_LEFT	0	rabvPeru2_8_RIGHT	57	False	False	978	2565	0
85a877cc-4f3f-4bc6-b700-4f338846f1ec	978	1377	rabvPeru2_4_LEFT_rabvPeru2_4_RIGHT	rabvPeru2_4_LEFT	0	rabvPeru2_4_RIGHT	0	False	False	978	1377	1
f6e95301-5fb3-4e33-9e3f-e32a9db8e246	978	1370	rabvPeru2_4_LEFT_rabvPeru2_4_RIGHT	rabvPeru2_4_LEFT	0	rabvPeru2_4_RIGHT	7	False	False	978	1377	1
e043dbbb-80c8-4048-8dc1-b8bc00e27ec8	978	1377	rabvPeru2_4_LEFT_rabvPeru2_4_RIGHT	rabvPeru2_4_LEFT	0	rabvPeru2_4_RIGHT	0	False	False	978	1377	1
cda3e9c4-e276-4ebd-9a35-b368001ddb71	988	1377	rabvPeru2_4_LEFT_rabvPeru2_4_RIGHT	rabvPeru2_4_LEFT	10	rabvPeru2_4_RIGHT	0	False	False	978	1377	1
4be59eff-6308-4018-bb68-d376fdee3e35	990	1374	rabvPeru2_4_LEFT_rabvPeru2_4_RIGHT	rabvPeru2_4_LEFT	12	rabvPeru2_4_RIGHT	3	False	False	978	1377	1
84eac674-fdf3-4562-a9aa-41aee56756de	1272	1671	rabvPeru2_5_LEFT_rabvPeru2_5_RIGHT	rabvPeru2_5_LEFT	0	rabvPeru2_5_RIGHT	10	False	False	1272	1681	1
aa3b8076-f223-4433-9e3c-77e4539aa475	1272	1679	rabvPeru2_5_LEFT_rabvPeru2_5_RIGHT	rabvPeru2_5_LEFT	0	rabvPeru2_5_RIGHT	2	False	False	1272	1681	1
f1c3c769-e9d4-474b-934d-489dc39dabf0	1272	1683	rabvPeru2_5_LEFT_rabvPeru2_5_RIGHT	rabvPeru2_5_LEFT	0	rabvPeru2_5_RIGHT	2	False	False	1272	1681	1
aece37d3-18d5-44f0-87ec-829d21c65a30	1568	2212	rabvPeru2_6_LEFT_rabvPeru2_7_RIGHT	rabvPeru2_6_LEFT	0	rabvPeru2_7_RIGHT	37	False	False	1568	2249	0
222c5a33-0fb4-4ead-b95c-ff75a8cb7d38	1568	2565	rabvPeru2_6_LEFT_rabvPeru2_8_RIGHT	rabvPeru2_6_LEFT	0	rabvPeru2_8_RIGHT	0	False	False	1568	2565	0
849777b5-fa78-467e-b92a-87a61f3e55d0	1568	1928	rabvPeru2_6_LEFT_rabvPeru2_6_RIGHT	rabvPeru2_6_LEFT	0	rabvPeru2_6_RIGHT	0	False	False	1568	1928	1
35c9b6d8-1433-4bc5-a5d9-3a89799ffb74	1568	2565	rabvPeru2_6_LEFT_rabvPeru2_8_RIGHT	rabvPeru2_6_LEFT	0	rabvPeru2_8_RIGHT	0	False	False	1568	2565	0
36fdd019-02b5-47c1-8bcd-89be32959a09	1575	2541	rabvPeru2_6_LEFT_rabvPeru2_8_RIGHT	rabvPeru2_6_LEFT	7	rabvPeru2_8_RIGHT	24	False	False	1568	2565	0
981778e1-e98f-4811-b969-eebc78fb8709	1704	2541	rabvPeru2_7_LEFT_rabvPeru2_8_RIGHT	rabvPeru2_7_LEFT	119	rabvPeru2_8_RIGHT	24	False	False	1823	2565	0
690019e5-d6e0-4788-a79f-5e95b51e0e0a	1824	2835	rabvPeru2_7_LEFT_rabvPeru2_9_RIGHT	rabvPeru2_7_LEFT	1	rabvPeru2_9_RIGHT	0	False	False	1823	2835	0
79187e32-eeab-441f-ab2b-7aa77c06ae6d	1838	3410	rabvPeru2_7_LEFT_rabvPeru2_11_RIGHT	rabvPeru2_7_LEFT	15	rabvPeru2_11_RIGHT	2	False	False	1823	3412	0
bfc0cd0c-54bb-46ac-b5e9-eb4b4f634dcf	1843	2220	rabvPeru2_7_LEFT_rabvPeru2_7_RIGHT	rabvPeru2_7_LEFT	20	rabvPeru2_7_RIGHT	29	False	False	1823	2249	1
fa9cc860-bf97-4a77-a700-4d35097ddd0a	2153	3087	rabvPeru2_8_LEFT_rabvPeru2_10_RIGHT	rabvPeru2_8_LEFT	0	rabvPeru2_10_RIGHT	9	False	False	2153	3096	0
314de8dc-ae97-4935-ad7b-7b55bc5e4e89	2163	2565	rabvPeru2_8_LEFT_rabvPeru2_8_RIGHT	rabvPeru2_8_LEFT	10	rabvPeru2_8_RIGHT	0	False	False	2153	2565	1
2f42ca76-534a-4920-8b01-ef524f21a028	2393	3096	rabvPeru2_9_LEFT_rabvPeru2_10_RIGHT	rabvPeru2_9_LEFT	50	rabvPeru2_10_RIGHT	0	False	False	2443	3096	0
16c7a67b-81c8-4689-88d4-94623fc04641	2443	2835	rabvPeru2_9_LEFT_rabvPeru2_9_RIGHT	rabvPeru2_9_LEFT	0	rabvPeru2_9_RIGHT	0	False	False	2443	2835	1
a5ae5fa4-8183-4972-a876-63817d4ee0f7	2443	2836	rabvPeru2_9_LEFT_rabvPeru2_9_RIGHT	rabvPeru2_9_LEFT	0	rabvPeru2_9_RIGHT	1	False	False	2443	2835	1
5266c6c5-f42c-41c3-b0b6-0338bf1aff9d	2453	2830	rabvPeru2_9_LEFT_rabvPeru2_9_RIGHT	rabvPeru2_9_LEFT	10	rabvPeru2_9_RIGHT	5	False	False	2443	2835	1
